"movie_title","director_name","duration","actor_1_name","actor_2_name","actor_3_name","language","gross","budget","movie_facebook_likes","country","imdb_score","plot_keywords","genres_1","genres_2","genres_3","profit","returnOnInvesement"
"Take Me Home Tonight ","Michael Dowse",97,"Topher Grace","Michael Biehn","Dan Fogler","English",6923891,2.3e+07,0,"USA",6.3,"friend|night|party|sex scene|sister","Comedy","Drama","Romance",-16076109,-69.8961260869565
"Won't Back Down ","Daniel Barnz",121,"Holly Hunter","Rosie Perez","Dante Brown","English",5308553,2e+07,0,"USA",6.4,"children|inner city|parent|school|teacher","Drama",NA,NA,-14691447,-73.457235
"The Nutcracker ","Emile Ardolino",92,"Darci Kistler","Kyra Nichols","Margaret Tracey","English",2119994,1.9e+07,238,"USA",5.7,"christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl","Family","Fantasy","Music",-16880006,-88.8421368421053
"Kansas City ","Robert Altman",116,"Steve Buscemi","Jennifer Jason Leigh","Miranda Richardson","English",1292527,1.9e+07,228,"France",6.3,"1930s|election|female frontal nudity|kansas city|politician","Crime","Drama","Music",-17707473,-93.1972263157895
"Indignation ","James Schamus",110,"Logan Lerman","Sarah Gadon","Tracy Letts","Hebrew",560512,2e+07,599,"USA",7.8,"based on novel","Drama",NA,NA,-19439488,-97.19744
"The Amityville Horror ","Andrew Douglas",90,"Jimmy Bennett","Chloë Grace Moretz","Ryan Reynolds","English",64255243,1.9e+07,0,"USA",6,"ghost|haunted house|murder|nightmare|priest","Drama","Horror","Mystery",45255243,238.185489473684
"Adaptation. ","Spike Jonze",81,"Nicolas Cage","Meryl Streep","Roger Willie","English",22245861,1.9e+07,0,"USA",7.7,"book|orchid|screenwriter|thief|twin","Comedy","Drama",NA,3245861,17.0834789473684
"Land of the Dead ","George A. Romero",97,"Tony Nappo","Shawn Roberts","Pedro Miguel Arce","English",20433940,1.5e+07,0,"Canada",6.2,"apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse","Horror",NA,NA,5433940,36.2262666666667
"Out of Inferno ","Danny Pang",107,"Louis Koo","Angelica Lee","Ching Wan Lau","Chinese",25517500,2e+07,124,"China",5.7,NA,"Action",NA,NA,5517500,27.5875
"Fear and Loathing in Las Vegas ","Terry Gilliam",118,"Johnny Depp","Michael Jeter","Ellen Barkin","English",10562387,18500000,15000,"USA",7.7,"american dream|convertible|drugs|journalist|lawyer","Adventure","Comedy","Drama",-7937613,-42.9060162162162
"The Invention of Lying ","Ricky Gervais",100,"Jennifer Garner","Tina Fey","Martin Starr","English",18439082,18500000,13000,"USA",6.4,"genetics|heaven|lie|screenwriter|truth","Comedy","Fantasy","Romance",-60918,-0.329286486486487
"Neighbors ","Nicholas Stoller",97,"Craig Roberts","Carla Gallo","Ike Barinholtz","English",150056505,1.8e+07,21000,"USA",6.4,"broken leg|friendship|jewish|topless female nudity|urination","Comedy",NA,NA,132056505,733.64725
"The Mask ","Chuck Russell",114,"Peter Greene","Amy Yasbeck","Reg E. Cathey","English",119938730,1.8e+07,0,"USA",6.9,"bank|bank clerk|gangster|loki|mask","Action","Comedy","Crime",101938730,566.326277777778
"Big ","Penny Marshall",130,"Tom Hanks","Jon Lovitz","John Heard","English",114968774,1.8e+07,0,"USA",7.3,"friend|job|new york city|toy|wish","Comedy","Drama","Family",96968774,538.715411111111
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ","Larry Charles",82,"Luenell","Ken Davitian","Chester","English",128505958,1.8e+07,0,"USA",7.3,"california|city|kazakhstan|travel|tv reporter","Comedy",NA,NA,110505958,613.921988888889
"Legally Blonde ","Robert Luketic",96,"Linda Cardellini","Raquel Welch","Alanna Ubach","English",95001351,1.8e+07,0,"USA",6.2,"blonde|harvard|law|law school|sorority","Comedy","Romance",NA,77001351,427.785283333333
"Star Trek III: The Search for Spock ","Leonard Nimoy",105,"Leonard Nimoy","Nichelle Nichols","Walter Koenig","English",76400000,1.7e+07,0,"USA",6.6,"dying planet|planet|regaining one's memory|sacrifice|stabbed to death","Action","Adventure","Sci-Fi",59400000,349.411764705882
"The Exorcism of Emily Rose ","Scott Derrickson",122,"Tom Wilkinson","Colm Feore","JR Bourne","English",75072454,2e+07,0,"USA",6.7,"death|demonic possession|exorcism|lawyer|priest","Drama","Horror","Thriller",55072454,275.36227
"Deuce Bigalow: Male Gigolo ","Mike Mitchell",88,"Amy Poehler","Eddie Griffin","Bree Turner","English",65535067,1.7e+07,0,"USA",5.7,"aquarium|fish|fish tank|gigolo|norwegian","Comedy","Romance",NA,48535067,285.500394117647
"Left Behind ","Vic Armstrong",110,"Nicolas Cage","Lea Thompson","Quinton Aaron","English",13998282,1.6e+07,31000,"USA",3.1,"bible quote|chaos|faith|riot|shrine","Action","Drama","Fantasy",-2001718,-12.5107375
"The Family Stone ","Thomas Bezucha",103,"Craig T. Nelson","Paul Schneider","Tyrone Giordano","English",6061759,1.7e+07,0,"USA",6.3,"christmas|cruelty|ring|secret|tension","Comedy","Drama","Romance",-10938241,-64.3425941176471
"Barbershop 2: Back in Business ","Kevin Rodney Sullivan",106,"Harry Lennix","Sean Patrick Thomas","Kenan Thompson","English",64955956,1.8e+07,265,"USA",5.7,"barbecue|barbershop|blaxploitation|marriage|politics","Comedy","Drama",NA,46955956,260.866422222222
"Bad Santa ","Terry Zwigoff",98,"Bernie Mac","Tony Cox","Alex Borstein","English",60057639,1.8e+07,10000,"USA",7.1,"bartender|christmas|christmas eve|department store|drink","Comedy","Crime","Drama",42057639,233.65355
"Austin Powers: International Man of Mystery ","Jay Roach",68,"Will Ferrell","Charles Napier","Robert Wagner","English",53868030,1.7e+07,0,"USA",7,"cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism","Comedy","Crime",NA,36868030,216.870764705882
"My Big Fat Greek Wedding 2 ","Kirk Jones",94,"Nia Vardalos","Louis Mandylor","Joey Fatone","English",59573085,1.8e+07,19000,"USA",6.1,"family restaurant|greek|remarriage|suburb|wedding","Comedy","Family","Romance",41573085,230.961583333333
"Diary of a Wimpy Kid: Rodrick Rules ","David Bowers",99,"Zachary Gordon","Rachael Harris","Fran Kranz","English",52691009,2.1e+07,0,"USA",6.6,"brother|middle school|no opening credits|photograph|school","Comedy","Family",NA,31691009,150.909566666667
"Predator ","John McTiernan",107,"Shane Black","Bill Duke","Carl Weathers","English",59735548,1.5e+07,13000,"USA",7.8,"box office hit|commando|death of friend|jungle|severed arm","Action","Horror","Sci-Fi",44735548,298.236986666667
"Amadeus ","Milos Forman",180,"Jeffrey Jones","F. Murray Abraham","Tom Hulce","English",51600000,1.8e+07,16000,"USA",8.3,"1800s|classical composer|composer|first person narration|opera","Biography","Drama","History",33600000,186.666666666667
"Prom Night ","Nelson McCormick",89,"Ming-Na Wen","Scott Porter","Collins Pennie","English",43818159,2e+07,1000,"USA",3.9,"friend|hotel|killer|murder|prom","Horror","Mystery",NA,23818159,119.090795
"Mean Girls ","Mark Waters",97,"Tina Fey","Amy Poehler","Neil Flynn","English",86049418,1.7e+07,0,"USA",7,"bully|clique|high school|high school girl|secret","Comedy",NA,NA,69049418,406.173047058823
"Under the Tuscan Sun ","Audrey Wells",113,"Raoul Bova","Lindsay Duncan","Mario Monicelli","English",43601508,1.8e+07,0,"USA",6.7,"author|book|vacation|villa|writer","Comedy","Drama","Romance",25601508,142.2306
"Gosford Park ","Robert Altman",131,"Kristin Scott Thomas","Bob Balaban","Tom Hollander","English",41300105,19800000,0,"UK",7.3,"country house|murder|producer|servant|shooting party","Drama","Mystery",NA,21500105,108.586388888889
"The O.C. ",NA,44,"Peter Gallagher","Melinda Clarke","Tate Donovan","English",25517500,2e+07,0,"USA",7.5,"california|lawyer|love|orange county california|wealth","Comedy","Drama","Romance",5517500,27.5875
"Peggy Sue Got Married ","Francis Ford Coppola",103,"Nicolas Cage","Kathleen Turner","Joan Allen","English",41382841,1.8e+07,0,"USA",6.3,"alternate history|alternate timeline|divorce|high school|reunion","Comedy","Drama","Fantasy",23382841,129.904672222222
"Birdman or (The Unexpected Virtue of Ignorance) ","Alejandro G. Iñárritu",119,"Emma Stone","Naomi Watts","Merritt Wever","English",42335698,1.8e+07,114000,"USA",7.8,"actor|artist|broadway play|replacement|stage","Comedy","Drama","Romance",24335698,135.198322222222
"Blue Jasmine ","Woody Allen",98,"Sally Hawkins","Charlie Tahan","Andrew Dice Clay","English",33404871,1.8e+07,36000,"USA",7.3,"congenital liar|mental breakdown|self deception|snob|talking to oneself","Drama",NA,NA,15404871,85.5826166666667
"United 93 ","Paul Greengrass",111,"Christian Clemenson","David Alan Basche","Susan Blommaert","English",31471430,1.5e+07,0,"USA",7.6,"flight|passenger|plane|september 11 2001|terrorist","Drama","History","Thriller",16471430,109.809533333333
"Honey ","Bille Woodruff",94,"Christian Monzon","Mekhi Phifer","Romeo Miller","English",30222640,2.5e+07,0,"USA",5.3,"choreographer|dance|dancer|dancing|hip hop","Drama","Music","Romance",5222640,20.89056
"Glory ","Edward Zwick",122,"Denzel Washington","Morgan Freeman","Matthew Broderick","English",26830000,1.8e+07,0,"USA",7.9,"army|black soldier|military uniform|prejudice|u.s. civil war","Drama","History","War",8830000,49.0555555555556
"Spy Hard ","Rick Friedberg",81,"Hulk Hogan","Barry Bostwick","Nicollette Sheridan","English",26906039,1.8e+07,588,"USA",5.3,"1990s|dentist|hit with a door|martial arts|museum","Action","Comedy",NA,8906039,49.4779944444444
"The Fog ","John Carpenter",89,"Jamie Lee Curtis","Hal Holbrook","Janet Leigh","English",21378000,1e+06,7000,"USA",6.8,"california|fog|leper|lighthouse|ship","Fantasy","Horror",NA,20378000,2037.8
"Soul Surfer ","Sean McNamara",106,"Dennis Quaid","Chris Brochu","Craig T. Nelson","English",43853424,1.8e+07,15000,"USA",7.1,"christian|christian film|shark|surfer|surfing","Biography","Drama","Family",25853424,143.630133333333
"Catch-22 ","Mike Nichols",122,"Bob Newhart","Bob Balaban","Martin Balsam","English",25517500,1.8e+07,0,"USA",7.2,"catch 22|friend|insanity|kneed in the groin|military","Comedy","Drama","War",7517500,41.7638888888889
"Observe and Report ","Jody Hill",86,"Collette Wolfe","Celia Weston","Dan Bakkedahl","English",23993605,1.8e+07,0,"USA",5.8,"male pubic hair|mall|police detective|pubic hair|security guard","Comedy","Crime","Drama",5993605,33.2978055555556
"Conan the Destroyer ","Richard Fleischer",103,"Mako","Olivia d'Abo","Grace Jones","English",26400000,1.8e+07,2000,"USA",5.8,"gods|princess|queen|rescue|wizard","Action","Adventure","Fantasy",8400000,46.6666666666667
"Raging Bull ","Martin Scorsese",121,"Robert De Niro","Cathy Moriarty","Frank Vincent","English",45250,1.8e+07,0,"USA",8.3,"boxing|domestic violence|hot temper|jealousy|rage","Biography","Drama","Sport",-17954750,-99.7486111111111
"Love Happens ","Brandon Camp",109,"Judy Greer","Sasha Alexander","Frances Conroy","English",22927390,1.8e+07,0,"USA",5.6,"florist|motivational speaker|self help guru|seminar|widower","Drama","Romance",NA,4927390,27.3743888888889
"Young Sherlock Holmes ","Barry Levinson",109,"Nicholas Rowe","Roger Ashton-Griffiths","Freddie Jones","English",4250320,1.8e+07,0,"USA",6.8,"cult|death|delusion|girl|sherlock holmes","Adventure","Fantasy","Mystery",-13749680,-76.3871111111111
"Fame ","Kevin Tancharoen",123,"Kelsey Grammer","Kay Panabaker","Megan Mullally","English",22452209,1.8e+07,0,"USA",5,"new york|performing arts|school|student|teacher","Comedy","Drama","Musical",4452209,24.7344944444444
"127 Hours ","Danny Boyle",94,"James Franco","Treat Williams","Kate Burton","English",18329466,1.8e+07,63000,"USA",7.6,"alone|aron ralston|based on autobiography|canyon|survival","Adventure","Biography","Drama",329466,1.83036666666667
"Small Time Crooks ","Woody Allen",94,"Woody Allen","Jon Lovitz","Michael Rapaport","English",17071230,1.8e+07,812,"USA",6.7,"apartment building|crook|new york city|three word title|written and directed by cast member","Comedy","Crime",NA,-928770,-5.15983333333333
"Center Stage ","Nicholas Hytner",115,"Amanda Schull","Susan May Pratt","Ethan Stiefel","English",17174870,1.8e+07,0,"USA",6.7,"ballet|dance|dancer|dancing|love","Drama","Music","Romance",-825130,-4.58405555555556
"Love the Coopers ","Jessie Nelson",107,"Olivia Wilde","Alex Borstein","Timothée Chalamet","English",26284475,1.7e+07,0,"USA",5.7,"christmas|family dinner|husband wife conflict|husband wife kiss|large family","Comedy",NA,NA,9284475,54.6145588235294
"Catch That Kid ","Bart Freundlich",91,"Kristen Stewart","Corbin Bleu","Kevin G. Schmidt","English",16702864,1.8e+07,591,"USA",5.2,"caper|computer genius|dog|heist|security chief","Comedy","Crime",NA,-1297136,-7.20631111111111
"Life as a House ","Irwin Winkler",125,"Ian Somerhalder","Hayden Christensen","Kristin Scott Thomas","English",15561627,1.8e+07,0,"USA",7.5,"cancer|construction|house|house construction|neighbor","Drama",NA,NA,-2438373,-13.5465166666667
"Steve Jobs ","Danny Boyle",122,"Kate Winslet","Michael Fassbender","Michael Stuhlbarg","English",17750583,3e+07,23000,"UK",7.2,"apple computer|box office flop|computer|dialogue driven|father daughter relationship","Biography","Drama",NA,-12249417,-40.83139
"I Love You, Beth Cooper ","Chris Columbus",102,"Alan Ruck","Marie Avgeropoulos","Shawn Roberts","English",14793904,1.8e+07,0,"Canada",5.3,"cheerleader|party|popular girl|speech|valedictorian","Comedy","Romance",NA,-3206096,-17.8116444444444
"Youth in Revolt ","Miguel Arteta",90,"Steve Buscemi","Ari Graynor","Fred Willard","English",15281286,1.8e+07,0,"USA",6.5,"alter ego|boarding school|love|masturbation|teen movie","Comedy","Drama","Romance",-2718714,-15.1039666666667
"The Legend of the Lone Ranger ","William A. Fraker",98,"Jason Robards","Richard Farnsworth","Michael Horse","English",8e+06,1.8e+07,346,"USA",5,"ambush|hero|masked hero|outlaw|texas ranger","Action","Adventure","Western",-1e+07,-55.5555555555556
"The Tailor of Panama ","John Boorman",109,"Daniel Radcliffe","Jamie Lee Curtis","Mark Margolis","English",13491653,1.8e+07,813,"USA",6.1,"canal|panama|president|spy|tailor","Drama","Thriller",NA,-4508347,-25.0463722222222
"Blow Out ","Brian De Palma",107,"Nancy Allen","Dennis Franz","John McMartin","English",25517500,1.8e+07,2000,"USA",7.4,"conspiracy|political conspiracy|recording|sound|truth","Mystery","Thriller",NA,7517500,41.7638888888889
"Getaway ","Courtney Solomon",90,"Rebecca Budig","Paul Freeman","Bruce Payne","English",10494494,1.8e+07,4000,"USA",4.4,"die hard scenario|earth viewed from space|race against time|race car driver|title at the end","Action","Crime","Thriller",-7505506,-41.6972555555556
"The Ice Storm ","Ang Lee",112,"Joan Allen","Kate Burton","Henry Czerny","English",7837632,1.8e+07,0,"USA",7.5,"ice|ice storm|storm|thanksgiving|virgin","Drama",NA,NA,-10162368,-56.4576
"And So It Goes ","Rob Reiner",94,"Yaya DaCosta","Annie Parisse","Frankie Valli","English",15155772,1.8e+07,3000,"USA",5.7,"four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer","Comedy","Drama","Romance",-2844228,-15.8012666666667
"Troop Beverly Hills ","Jeff Kanew",105,"Craig T. Nelson","Shelley Long","Kellie Martin","English",8508843,1.8e+07,0,"USA",5.5,"beverly hills hotel|divorce|girl|troop|wilderness","Adventure","Comedy",NA,-9491157,-52.72865
"Being Julia ","István Szabó",104,"Miriam Margolyes","Shaun Evans","Juliet Stevenson","English",7739049,1.8e+07,562,"Canada",7.1,"diva|marriage|open marriage|revenge|social climber","Comedy","Drama","Romance",-10260951,-57.0052833333333
"9½ Weeks ","Adrian Lyne",112,"David Margulies","Karen Young","Kim Chan","English",6734844,1.7e+07,0,"USA",5.9,"blindfolded woman|control|male dominance|sex game|sex in public","Drama","Romance",NA,-10265156,-60.3832705882353
"Dragonslayer ","Matthew Robbins",108,"Ian McDiarmid","Ralph Richardson","Albert Salmi","English",6e+06,1.8e+07,0,"USA",6.7,"apprentice|dragon|king|kingdom|wizard","Action","Adventure","Fantasy",-1.2e+07,-66.6666666666667
"The Last Station ","Michael Hoffman",112,"David Masterson","Kerry Condon","Anne-Marie Duff","English",6615578,1.3e+07,0,"Germany",7,"countess|leo tolstoy|russian|wealth|writing","Biography","Drama","Romance",-6384422,-49.1109384615385
"Ed Wood ","Tim Burton",127,"Johnny Depp","Bill Murray","Martin Landau","English",5887457,1.8e+07,0,"USA",7.9,"1950s|director|friend|friendship|transvestism","Biography","Comedy","Drama",-12112543,-67.2919055555556
"Labor Day ","Jason Reitman",111,"J.K. Simmons","Kate Winslet","Brooke Smith","English",13362308,1.8e+07,0,"USA",6.9,"baseball|baseball practice|escaped convict|neighbor|tied to a chair","Drama",NA,NA,-4637692,-25.7649555555556
"Mongol: The Rise of Genghis Khan ","Sergey Bodrov",126,"Tadanobu Asano","Khulan Chuluun","Honglei Sun","Mongolian",5701643,2e+07,0,"Russia",7.3,"epic|genghis khan|one word title|slave|starving","Adventure","Biography","Drama",-14298357,-71.491785
"RocknRolla ","Guy Ritchie",114,"Tom Hardy","Gerard Butler","Tom Wilkinson","English",5694401,1.8e+07,12000,"UK",7.3,"accountant|finger gun|homosexual|killed in an elevator|painting","Action","Crime","Thriller",-12305599,-68.3644388888889
"Megaforce ","Hal Needham",99,"Barry Bostwick","Michael Beck","Henry Silva","English",5333658,2e+07,0,"USA",3.5,"dictator|electronic music score|one word title|secret headquarters|soldier","Action","Sci-Fi",NA,-14666342,-73.33171
"Hamlet ","Kenneth Branagh",150,"Julie Christie","Brian Blessed","Richard Briers","English",4414535,1.8e+07,0,"UK",7.8,"classic literature|denmark|funeral|madness|prince","Drama",NA,NA,-13585465,-75.4748055555556
"Mao's Last Dancer ","Bruce Beresford",117,"Bruce Greenwood","Suzie Steen","Aden Young","English",4806750,2e+07,0,"Australia",7.4,"ballet|beijing|dancer|love|village","Biography","Drama","Music",-15193250,-75.96625
"Midnight Special ","Jeff Nichols",112,"Kirsten Dunst","Sam Shepard","Paul Sparks","English",3707794,1.8e+07,0,"Greece",6.7,"cult|father son relationship|gas station|on the run|supernatural ability","Adventure","Drama","Sci-Fi",-14292206,-79.4011444444445
"Anything Else ","Woody Allen",108,"Woody Allen","Stockard Channing","Fisher Stevens","English",3203044,1.8e+07,827,"USA",6.4,"love at first sight|new york city|sex|teacher|writer","Comedy","Romance",NA,-14796956,-82.2053111111111
"The Railway Man ","Jonathan Teplitzky",116,"Jeremy Irvine","Colin Firth","Sam Reid","English",4435083,1.8e+07,18000,"Australia",7.1,"japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler","Biography","Drama","Romance",-13564917,-75.36065
"Unforgettable ",NA,60,"Poppy Montgomery","Dylan Walsh","Dallas Roberts",NA,25517500,2e+07,0,"USA",6.7,"hyperthymesia|new york city|police","Drama","Mystery",NA,5517500,27.5875
"The White Ribbon ","Michael Haneke",144,"Ulrich Tukur","Burghart Klaußner","Leonie Benesch","German",2222647,1.2e+07,0,"Germany",7.8,"children|doctor|mysterious event|pastor|small village","Drama","Mystery",NA,-9777353,-81.4779416666667
"Restoration ","Zack Ward",92,"Zack Ward","Anna Harr","James Cullen Bressack","English",25517500,2e+07,378,"USA",4,NA,"Horror",NA,NA,5517500,27.5875
"The Wraith ","Mike Marvin",93,"Clint Howard","Randy Quaid","Nick Cassavetes","English",3500000,2700000,0,"USA",5.9,"arizona|death|gang|police|sheriff","Action","Horror","Romance",8e+05,29.6296296296296
"The Salton Sea ","D.J. Caruso",103,"Adam Goldberg","Meat Loaf","Anthony LaPaglia","English",676698,1.8e+07,2000,"USA",7.2,"male in shower|murder|neighbor neighbor relationship|remote control car|sex scene","Crime","Drama","Mystery",-17323302,-96.2405666666667
"Metallica Through the Never ","Nimród Antal",93,"James Hetfield","Mackenzie Gray","Lars Ulrich","English",3419967,2e+07,19000,"USA",7.2,"headbanger|metallica|roadie|song in title|standing on the roof of a car","Music",NA,NA,-16580033,-82.900165
"The Informers ","Gregor Jordan",98,"Austin Nichols","Brad Renfro","Lou Taylor Pucci","English",25517500,1.8e+07,1000,"Germany",5.1,"breasts|female nudity|male pubic hair|pubic hair|sex scene","Crime","Drama","Thriller",7517500,41.7638888888889
"Carlos ",NA,334,"Edgar Ramírez","Nora von Waldstätten","Katharina Schüttler","English",145118,2e+07,0,"France",7.7,"opec|pubic hair|revolutionary|terrorism|true crime","Biography","Crime","Drama",-19854882,-99.27441
"I Come with the Rain ","Tran Anh Hung",114,"Takuya Kimura","Simón Andreu","Shawn Yue","English",25517500,1.8e+07,342,"France",5.5,"gangster|hong kong|missing person|missing son|serial killer","Thriller",NA,NA,7517500,41.7638888888889
"One Man's Hero ","Lance Hool",121,"Tom Berenger","Joaquim de Almeida","Mark Moses","English",229311,11350000,271,"Spain",6.2,"american|battalion|catholic|mexican|sergeant","Action","Drama","History",-11120689,-97.9796387665198
"Day of the Dead ","George A. Romero",87,"Greg Nicotero","John Amplas","Joseph Pilato","English",25517500,3500000,3000,"USA",7.2,"bunker|experiment|military|research|scientist","Horror",NA,NA,22017500,629.071428571429
"I Am Wrath ","Chuck Russell",92,"Sam Trammell","Rebecca De Mornay","Amanda Schull","English",25517500,1.8e+07,0,"USA",5.2,"conspiracy|female scientist|mugging|police detective|tattoo","Action","Crime","Drama",7517500,41.7638888888889
"Renaissance ","Christian Volckman",105,"Romola Garai","Catherine McCormack","Kevork Malikyan","English",63260,1.4e+07,0,"France",6.7,"future|kidnapping|missing file|paris france|year 2054","Action","Animation","Sci-Fi",-13936740,-99.5481428571428
"Forsaken ","Jon Cassar",90,"Demi Moore","Landon Liboiron","Michael Wincott","English",25517500,1.1e+07,0,"Canada",6.3,NA,"Drama","Western",NA,14517500,131.977272727273
"Red Sonja ","Richard Fleischer",89,"Ernie Reyes Jr.","Brigitte Nielsen","Sandahl Bergman","English",25517500,17900000,0,"Netherlands",5,"cult film|psychotronic|sword and sorcery|talisman|warrior","Action","Adventure","Fantasy",7617500,42.5558659217877
"Red Lights ","Rodrigo Cortés",114,"Robert De Niro","Toby Jones","Craig Roberts","English",25517500,1.4e+07,10000,"Spain",6.2,"fraud|physicist|psychic|skeptic|tailing","Drama","Horror","Mystery",11517500,82.2678571428572
"Superbad ","Greg Mottola",119,"Emma Stone","Joe Lo Truglio","Kevin Corrigan","English",121463226,2e+07,0,"USA",7.6,"black comedy|bromance|party|school|teen comedy","Comedy",NA,NA,101463226,507.31613
"Madea Goes to Jail ","Tyler Perry",103,"Vanessa Ferlito","Keshia Knight Pulliam","Derek Luke","English",90485233,2e+07,804,"USA",4.1,"adaptation directed by original author|cross dressing|madea series|remake|sequel","Comedy","Crime","Drama",70485233,352.426165
"Wolves ","David Hayter",91,"Jason Momoa","Jennifer Hale","Stephen McHattie","English",25517500,1.8e+07,0,"France",5.3,"bar|female nudity|murder|small town|werewolf","Action","Horror",NA,7517500,41.7638888888889
"Step Up 2: The Streets ","Jon M. Chu",98,"Cassie Ventura","Mari Koda","Luis Rosado","English",58006147,2.3e+07,0,"USA",6.2,"audition|dance|kissing in the rain|student|subway","Drama","Music","Musical",35006147,152.200639130435
"Hoodwinked! ","Cory Edwards",80,"Anne Hathaway","Chazz Palminteri","Jim Belushi","English",51053787,17500000,0,"USA",6.5,"animal|axe|red riding hood|wolf|woodsman","Action","Animation","Comedy",33553787,191.735925714286
"Hotel Rwanda ","Terry George",121,"Don Cheadle","Sophie Okonedo","Hakeem Kae-Kazim","English",23472900,17500000,12000,"UK",8.1,"atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier","Drama","History","War",5972900,34.1308571428571
"Hitman ","Xavier Gens",94,"Henry Ian Cusick","Dougray Scott","Ulrich Thomsen","English",39687528,2.4e+07,0,"France",6.3,"hitman|impersonation|see through dress|topless female nudity|woman on top","Action","Crime","Drama",15687528,65.3647
"Black Nativity ","Kasi Lemmons",93,"Jennifer Hudson","Mary J. Blige","Vondie Curtis-Hall","English",7017178,17500000,0,"USA",4.4,"based on stage musical|based on the bible|christmas|color in title|nativity","Drama","Family","Music",-10482822,-59.90184
"The Prince ","Brian A Miller",93,"Bruce Willis","50 Cent","Jessica Lowndes","English",25517500,1.8e+07,0,"USA",4.6,"assassin|fight|mechanic|rescue|rival","Action","Thriller",NA,7517500,41.7638888888889
"City of Ghosts ","Matt Dillon",116,"Kirk Fox","Shawn Andrews","Rob Campbell","English",325491,17500000,204,"USA",6,"bag over head|buddhist temple|loss of friend|male bonding|nightclub","Crime","Drama","Thriller",-17174509,-98.1400514285714
"The Others ","Alejandro Amenábar",101,"Fionnula Flanagan","Elaine Cassidy","Eric Sykes","English",96471845,1.7e+07,20000,"USA",7.6,"curtain|haunting|mansion|mute|xeroderma pigmentosum","Fantasy","Horror","Thriller",79471845,467.481441176471
"Aliens ","James Cameron",154,"Michael Biehn","Carrie Henn","Jenette Goldstein","English",85200000,18500000,18000,"USA",8.4,"alien|human versus alien|monster|rescue mission|space marine","Action","Adventure","Sci-Fi",66700000,360.540540540541
"My Fair Lady ","George Cukor",170,"Jeremy Brett","Rex Harrison","Theodore Bikel","English",7.2e+07,1.7e+07,0,"USA",7.9,"colonel|flower girl|professor|street|wager","Drama","Family","Musical",5.5e+07,323.529411764706
"I Know What You Did Last Summer ","Jim Gillespie",99,"Muse Watson","Sarah Michelle Gellar","Anne Heche","English",72219395,1.7e+07,0,"USA",5.6,"beach|corpse|fourth of july|overalls|revenge","Horror","Mystery","Thriller",55219395,324.819970588235
"Let's Be Cops ","Luke Greenfield",104,"Rob Riggle","Damon Wayans Jr.","James D'Arcy","English",82389560,1.7e+07,14000,"USA",6.5,"friendship between men|impersonating a police officer|mobster|party|police officer","Comedy",NA,NA,65389560,384.644470588235
"Sideways ","Alexander Payne",126,"Virginia Madsen","Patrick Gallagher","M.C. Gainey","English",71502303,1.2e+07,0,"USA",7.5,"actor|california|teacher|wine|writer","Adventure","Comedy","Drama",59502303,495.852525
"Beerfest ","Jay Chandrasekhar",110,"Chris Moss","Owain Yeoman","Jay Chandrasekhar","English",19179969,17500000,0,"USA",6.3,"beer|competition|germany|oktoberfest|prostitute","Comedy",NA,NA,1679969,9.59982285714286
"Halloween ","John Carpenter",101,"Jamie Lee Curtis","Donald Pleasence","P.J. Soles","English",4.7e+07,3e+05,12000,"USA",7.9,"halloween|masked killer|michael myers|slasher|trick or treat","Horror","Thriller",NA,46700000,15566.6666666667
"Hero ","Yimou Zhang",80,"Jet Li","Tony Chiu Wai Leung","Maggie Cheung","Mandarin",84961,3.1e+07,0,"China",7.9,"china|flying|king|palace|sword","Action","Adventure","History",-30915039,-99.7259322580645
"Good Boy! ","John Hoffman",87,"Liam Aiken","Molly Shannon","Kevin Nealon","English",37566230,1.7e+07,309,"USA",5.1,"dog|friend|neighborhood|planet|star","Comedy","Drama","Family",20566230,120.977823529412
"The Best Man Holiday ","Malcolm D. Lee",123,"Harold Perrineau","Sanaa Lathan","Eddie Cibrian","English",70492685,1.7e+07,7000,"USA",6.7,"childbirth|christmas|gay slur|infidelity|punched in the nose","Comedy","Drama",NA,53492685,314.662852941176
"Smokin' Aces ","Joe Carnahan",109,"Ryan Reynolds","Common","Alex Rocco","English",35635046,1.7e+07,3000,"UK",6.7,"casino|fbi|mafia|mob hit|sniper","Action","Crime","Drama",18635046,109.617917647059
"Saw 3D: The Final Chapter ","Kevin Greutert",90,"Costas Mandylor","Gina Holden","Betsy Russell","English",45670855,2e+07,12000,"Canada",5.6,"blood splatter|self help guru|sequel|support group|survivor","Horror","Mystery",NA,25670855,128.354275
"40 Days and 40 Nights ","Michael Lehmann",96,"Emmanuelle Vaugier","Vinessa Shaw","Paulo Costanzo","English",37939782,1.7e+07,2000,"USA",5.6,"female on male rape|lent|male rear nudity|masturbation|sex","Comedy","Romance",NA,20939782,123.175188235294
